date,GSEC_10Y_TRI,GSEC_10Y_Price,GSEC_10Y_Yield,GSEC_5Y_TRI,GSEC_5Y_Price
2017-10-31,156.51733888914507,112.3419046613493,0.0694395,150.1716550908224,107.02747780637986
2017-11-30,154.70139337121523,110.5384913801539,0.0716575,149.47172059438483,106.02863384186413
2017-12-31,153.33469724734996,109.06194860691163,0.0735076,149.01409651475285,105.20401554093355
2018-01-31,155.50433498652683,110.10514087750396,0.07219725,150.54843599274795,105.78725986521856
2018-02-28,152.29718813130734,107.33431443180146,0.07571275,149.04550564850663,104.23118192035543
2018-03-31,152.60249597366712,107.04948588934727,0.0760806,149.52993177587894,104.06995300633632
2018-04-30,153.98029230776606,107.51599949899995,0.07547875,150.6275877784728,104.33390044649352
2018-05-31,151.42158284298148,105.2293929053197,0.07846075,149.47268443542768,103.03394359797913
2018-06-30,151.1690219030043,104.55387740821283,0.0793574,149.63651663038377,102.64687578487602
2018-07-31,153.36675881313667,105.57391049822596,0.07800625,151.21665845230703,103.23081321518978
2018-08-31,153.8290650146852,105.39215073439428,0.0782458,151.79700045352408,103.12699427977441
2018-09-30,152.42612734356203,103.93096294786083,0.08019075,151.2990509169875,102.28870011814672
2018-10-31,154.19289888912903,104.63562694634835,0.0792485,152.6378071152887,102.69379258547802
2018-11-30,156.4916584222152,105.69557002204289,0.0778462,154.28237445860157,103.30024753814553
2018-12-31,161.9517643308053,108.88336406939149,0.07373350000000001,157.72289175727644,105.10385668247946
2019-01-31,163.00122663286746,109.08893826541647,0.0734735,158.64621655608994,105.21914464889095
2019-02-28,162.76031572409343,108.42770809679998,0.07431199999999999,158.8403268539272,104.84788468410483
2019-03-31,163.7178642630394,108.56560802349556,0.0741366,159.71526312001362,104.92541570881073
2019-04-30,164.38391567195274,108.5072841747762,0.07421075,160.42644876228843,104.89263122537504
2019-05-31,166.2656490947107,109.24938734776448,0.073271,161.82803848565507,105.30904142529297
2019-06-30,171.43214331453748,112.14417353075,0.06968049999999999,165.06948551353372,106.9184019695538
2019-07-31,176.9157524662234,115.23133521695246,0.06597725,168.45198399076,108.60930558038402
2019-08-31,177.40516554300555,115.05010684426138,0.06619119999999999,169.0746166321401,108.51074756527439
2019-09-30,175.66419442930788,113.42105903987188,0.0681335,168.46717403951,107.6208957285987
2019-10-31,179.9786007840466,115.70674077468747,0.065418,171.20116682023755,108.86743628556448
2019-11-30,179.52635087652752,114.91599308253558,0.0663498,171.31174948954083,108.43775620176753
2019-12-31,177.51531972269612,113.1287188688387,0.06848575,170.5576984915137,107.46045328161516
2020-01-31,178.64843915776086,113.3508444308156,0.068218,171.54480265386363,107.58238158892972
2020-02-29,181.57507567576818,114.70776925043431,0.0665965,173.52515333851105,108.32433610891317
2020-03-31,181.80811327673126,114.35498782246829,0.06701575,174.0178607295945,108.13191227299212
2020-04-30,181.75664664582928,113.82261596708744,0.0676515,174.35419049823187,107.84090220589104
2020-05-31,194.33892684014594,121.20209698182403,0.0591544,181.57855906700252,111.80929164980297
2020-06-30,196.01671403548085,121.74847163084692,0.058551,182.85891646455457,112.0976878922583
2020-07-31,197.41608864397855,122.11764098031766,0.0581452,183.99174086381024,112.2921412905377
2020-08-31,195.36276951098836,120.34749886361959,0.060105000000000006,183.27834650184914,111.35674902720505
2020-09-30,195.9686060670724,120.22070668836207,0.06024675,183.99052350461028,111.2894554394632
2020-10-31,197.95122972719938,120.93698526634998,0.0594484,185.44479797528138,111.66909538405223
2020-11-30,199.50299978341008,121.38502884598998,0.058952,186.66843254664528,111.90593010336893
2020-12-31,200.35897879970688,121.40583824583635,0.058929,187.52080312366422,111.91691806696163
2021-01-31,200.45824235458994,120.96598616214156,0.0594162,187.96904562268762,111.68443995360929
2021-02-28,197.57036156861847,118.72330228399102,0.061935000000000004,186.80316381135808,110.4917149534951
2021-03-31,196.11571034472016,117.34917827266923,0.06350775,186.402458531188,109.75470283499789
2021-04-30,197.97916163949137,117.96420611928168,0.062801,187.8128781071555,110.08516495793754
2021-05-31,199.6221972719449,118.44319498054887,0.06225375,189.10386349037626,110.34186673633772
2021-06-30,199.84054000813452,118.07274576011405,0.06267675,189.62060514032268,110.14338483979206
2021-07-31,201.56579682093687,118.59208752640743,0.062084200000000006,190.9602679542536,110.42154392625399
2021-08-31,201.34510363536452,117.96224175895746,0.06280325,191.24140742711975,110.08411101408366
2021-09-30,203.57568827935722,118.76907644372336,0.061883,192.86063227751575,110.51618388776656
2021-10-31,201.86511455471492,117.27110235761407,0.0635978,192.33099543478212,109.71268263914959
2021-11-30,202.80644595175153,117.3179574735058,0.06354375,193.25172690556363,109.73790177723689
2021-12-31,202.38760680415697,116.57567053299394,0.0644032,193.42749731313114,109.33771292009106
2022-01-31,200.25630858969686,114.84803845423288,0.06643025,192.6544802552737,108.40075375798432
2022-02-28,199.5539418428882,113.94522745809228,0.06750475,192.66734535041738,107.9079925515431
2022-03-31,199.41737994170325,113.3672506627009,0.06819825,192.99478305658963,107.59138193439087
2022-04-30,196.17208944928592,111.02232791406831,0.07105800000000001,191.5707423659525,106.29750293201634
2022-05-31,193.10456375817978,108.78628154723357,0.0738565,190.22244648609524,105.04936945676691
2022-06-30,191.9892548323617,107.65796749574315,0.07529625000000001,189.97749548944003,104.41409652645942
2022-07-31,194.66239161070033,108.65692884462355,0.07402059999999999,191.91091381502525,104.97672832478683
2022-08-31,197.36514540256232,109.6655557756755,0.0727475,193.85812727894083,105.54186888781318
2022-09-30,198.18436044171673,109.62075100472882,0.07280374,194.7305240329224,105.51682645146691
2022-10-31,196.4531600096147,108.16318053305403,0.07464925,194.14398741269974,104.69900528259355
2022-11-30,198.89577235861495,109.00803403637389,0.07357575,195.95153156008683,105.17378733357468
2022-12-31,200.7258166152173,109.51101928963554,0.0729416,197.40790234238037,105.45547058818502
2023-01-31,200.25100444822294,108.75197356619306,0.0739,197.54761966796949,105.03010770323714
2023-02-28,201.97920462006732,109.19052156460825,0.07334525,198.9506725357858,105.27606857114213
2023-03-31,202.53106265636416,108.9888575587826,0.0736,199.68195901419656,105.1630336638712
2023-04-30,206.1268519381219,110.42387414685943,0.0718,202.15381707238402,105.96484427044182
2023-05-31,209.5928195548955,111.78062191316496,0.070125,204.54370156249354,106.71757222525515
2023-06-30,209.89640604512846,111.44253149935565,0.07054,205.14344493208782,106.5304792269002
2023-07-31,209.94460563311478,110.96812261929729,0.071125,205.59970434443997,106.26741360160443
2023-08-31,209.784870108451,110.38369296113059,0.07185,205.93839835027006,105.94247288058875
2023-09-30,210.93374367853963,110.48820227272329,0.07171999999999999,207.02342268549518,106.00065028766876
2023-10-31,209.17690923742396,109.06796316965452,0.0735,206.4506683825912,105.20738719803704
2023-11-30,211.35454618286053,109.70341558181428,0.0727,208.12970473310622,105.56302515180163
2023-12-31,213.025859315283,110.07090938521162,0.07224,209.51998016955747,105.76817044115006
2024-01-31,214.32698429716285,110.24320339890399,0.07202499999999999,210.70071154653397,105.86421764115552
2024-02-29,217.06253603820818,111.15028700988856,0.0709,212.6995274414175,106.36850034797408
2024-03-31,218.38752099474675,111.32876640523261,0.07067999999999999,213.89722033487476,106.46745229905241
2024-04-30,218.06695113073204,110.66534750957003,0.07150000000000001,214.16188993074684,106.09919172759386
2024-05-31,220.58365238323069,111.44253149935565,0.07054,216.04169964157288,106.5304792269002
2024-06-30,222.0810403149627,111.69903679766706,0.070225,217.34361084262014,106.6724535512484
2024-07-31,223.31851299370382,111.82144250183153,0.070075,218.50026422795966,106.74014014688457
2024-08-31,225.9142442183585,112.62119327482772,0.0691,220.42697141229212,107.18136095320405
2024-09-30,228.20268678779522,113.26201170264571,0.068325,222.17974248102394,107.53363591475897
2024-10-31,230.00598710783663,113.6570293066314,0.06785000000000001,223.66033293283402,107.75023263418046
2024-11-30,230.56301136377644,113.4322818032204,0.06812,224.44250468670805,107.62705040662436
2024-12-31,232.16323296761007,113.71955807463961,0.067775,225.81349018173862,107.7844799126191
2025-01-31,233.51631873343842,113.88233449001002,0.06758,227.0476904481289,107.87358392812246
2025-02-28,234.97894751374014,114.09563615944569,0.067325,228.34559714935546,107.99023784426358
2025-03-31,236.87304371871716,114.51532753495246,0.066825,229.88743384254576,108.21941026227051
2025-04-30,241.90802527652585,116.44946927253908,0.06455,233.18031534175233,109.26953280681879
2025-05-31,246.24032998012208,118.03495024359829,0.06272,236.06884896081976,110.12311498458409
2025-06-30,246.63741033952934,117.72529014636373,0.063075,236.7843922433441,109.95690682338342
2025-07-31,246.91104284809424,117.3559007719778,0.0635,237.43346440475918,109.75832013233591
2025-08-31,244.84862889015739,115.87564308481033,0.06522,236.78596882930535,108.95900248209188
2025-09-30,244.7718195274116,115.33929273094705,0.06585,237.24010145133337,108.66797532678953
2025-10-31,247.6972732251225,116.21780011411957,0.06482,239.37150566420001,109.14426634588068
2025-11-30,247.7518250227547,115.74339542984727,0.065375,239.9045496163981,108.88731403416479
2025-12-31,247.09587322972925,114.9369513188661,0.06632500000000001,240.04082381909743,108.44916584951304
2026-01-31,246.37110297963375,114.09982353982325,0.06732,240.13679847334473,107.99252668718313
2026-02-28,246.7647496930992,113.78212990611472,0.0677,240.862180877473,107.81874024184968
2026-03-31,246.5861919804954,113.19979773802147,0.0684,241.26595463034647,107.49948417275218
2026-04-30,243.91831819674232,111.47506260469613,0.0705,240.25377954928814,106.5484951416931
2026-05-31,245.5470581209057,111.71942607175822,0.0702,241.68615861258047,106.68373107409997
